"CMPD_CHEMBLID","ASSAY_CHEMBLID","CANONICAL_SMILES","STANDARD_TYPE","RELATION","STANDARD_VALUE","STANDARD_UNITS","MOLWEIGHT","ALOGP","PSA","STABLE"
"CHEMBL550356","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(CC3)C(=O)N)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","563.01","4.4","95.33","1"
"CHEMBL560514","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(CC3)C(=O)O)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","563.99","5.03","89.54","1"
"CHEMBL563199","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(CC3)N(C)C)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","563.05","5.04","55.48","1"
"CHEMBL554905","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(F)(F)CC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","555.96","5.75","52.24","1"
"CHEMBL562695","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(F)CC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","537.97","5.3","52.24","1"
"CHEMBL560316","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCC(O)CC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","535.98","4.36","72.47","1"
"CHEMBL550646","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCCCC3)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.35","hr","519.98","5.85","52.24","0"
"CHEMBL563505","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCN(C)CC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","535","4.89","55.48","1"
"CHEMBL561782","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCNC(=O)C3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","534.95","3.81","81.34","1"
"CHEMBL564733","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCNCC3=O)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.35","hr","534.95","3.38","81.34","0"
"CHEMBL552394","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCOCC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","521.96","4.62","61.47","1"
"CHEMBL564385","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)N3CCS(=O)(=O)CC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","570.02","4.34","94.76","1"
"CHEMBL549772","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2Cl)n3cncn3)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.4333","hr","503.9","4.31","79.7","0"
"CHEMBL559465","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(cc2F)N3CCOCC3)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","505.5","4.16","61.47","1"
"CHEMBL448345","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(Cl)c(Cl)c2)c3ccccc3C(F)(F)F","T1/2","=","0.05","hr","453.31","5.23","49","0"
"CHEMBL562984","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(NC(=O)N3CCOCC3)cc2Cl)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","564.98","3.78","90.57","1"
"CHEMBL560652","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(OC(F)(F)F)cc2)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","486.4","6.22","58.23","1"
"CHEMBL550554","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(OC(F)F)cc2Cl)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.5","hr","502.86","5.57","58.23","0"
"CHEMBL560059","CHEMBL1053910","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(OCCN(C)C)cc2Cl)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","523.97","4.89","61.47","1"
"CHEMBL2322707","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@@](C)(O)C(F)(F)F)c3ccc(cc3C(F)(F)F)C(=O)N","T1/2","=","0.2833","hr","545.52","3.61","140.56","0"
"CHEMBL2322705","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@@](C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","520.48","4.82","97.47","1"
"CHEMBL2323021","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","549.48","3.53","140.56","1"
"CHEMBL2322708","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@](C)(O)C(F)(F)F)c3ccc(cc3C(F)(F)F)C(=O)N","T1/2","=","0.1667","hr","545.52","3.61","140.56","0"
"CHEMBL2322706","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@](C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","520.48","4.82","97.47","1"
"CHEMBL2323022","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)[C@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.5","hr","549.48","3.53","140.56","0"
"CHEMBL2322704","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ccc(s2)C(C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","520.48","4.82","97.47","1"
"CHEMBL2323017","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)[C@@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.3","hr","543.46","3.46","112.31","0"
"CHEMBL2323018","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)[C@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","<","0.03333","hr","543.46","3.46","112.31","0"
"CHEMBL479607","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)N3CCC(C3)C(=O)O)c4ccc(F)cc4C(F)(F)F","T1/2",">","0.5","hr","515.52","4.04","89.54","1"
"CHEMBL520096","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)N3CCC(O)C3)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.1833","hr","487.51","3.63","72.47","0"
"CHEMBL481313","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)N3CCN(C)CC3)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.25","hr","500.55","4.22","55.48","0"
"CHEMBL518303","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(c2)n3cncn3)c4ccc(F)cc4C(F)(F)F","T1/2","=","0.2","hr","469.46","3.64","79.7","0"
"CHEMBL492433","CHEMBL1013100","C[C@@H]1CN(CCN1S(=O)(=O)c2cccc(OC(C)(C)C(=O)O)c2)c3ccc(F)cc3C(F)(F)F","T1/2",">","0.5","hr","504.49","4.36","95.53","1"
"CHEMBL2322702","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2cn(C)c(n2)C(C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.1667","hr","518.45","3.78","87.05","0"
"CHEMBL2322703","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2nc(n(C)n2)C(C)(O)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.1667","hr","519.44","3.63","99.94","0"
"CHEMBL2323019","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ncc(s2)[C@@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.35","hr","550.47","2.75","153.44","0"
"CHEMBL2323020","CHEMBL2327916","C[C@@H]1CN(CCN1S(=O)(=O)c2ncc(s2)[C@](O)(C(=O)N)C(F)(F)F)c3ccc(F)cc3C(F)(F)F","T1/2","=","0.3167","hr","550.47","2.75","153.44","0"
"CHEMBL554157","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)n7ccnn7)[C@@H]2C","T1/2","=","0.6667","hr","478.71","5.2","51.97","1"
"CHEMBL559272","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)NC(=O)C)[C@@H]2C","T1/2","=","1.083","hr","468.71","4.57","50.36","1"
"CHEMBL538867","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)NS(=O)(=O)C)[C@@H]2C","T1/2","=","1.417","hr","504.77","4.36","75.81","1"
"CHEMBL551895","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.3333","hr","427.66","4.83","41.48","0"
"CHEMBL562938","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)n7ccnn7)[C@@H]2C","T1/2","=","1.167","hr","478.71","5.2","51.97","1"
"CHEMBL563955","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)NC(=O)C)[C@@H]2C","T1/2","=","1","hr","468.71","4.57","50.36","1"
"CHEMBL556737","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@H](CC[C@]6(C)[C@H]5CC4=C(C)C3)NS(=O)(=O)C)[C@@H]2C","T1/2","=","0.5","hr","504.77","4.36","75.81","0"
"CHEMBL558672","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C[C@H](O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.6667","hr","427.66","4.83","41.48","1"
"CHEMBL563115","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6C\C(=N\O)\CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.75","hr","440.66","4.72","53.84","1"
"CHEMBL549326","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6c7c[nH]nc7CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.45","hr","449.67","5.13","49.94","0"
"CHEMBL563930","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CC(=O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","1.167","hr","425.65","4.65","38.33","1"
"CHEMBL480694","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7[nH]ncc7C[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","2","hr","449.67","4.99","49.94","1"
"CHEMBL562666","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CC7=C(C[C@]6(C)[C@H]5CC4=C(C)C3)C(=O)NN7)[C@@H]2C","T1/2","=","1.667","hr","465.67","3.62","62.39","1"
"CHEMBL539672","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7n[nH]c(c7C[C@]6(C)[C@H]5CC4=C(C)C3)C(F)(F)F)[C@@H]2C","T1/2","=","3.333","hr","517.67","6.36","49.94","1"
"CHEMBL549327","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nc(C)sc7C[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","1.667","hr","480.75","5.27","62.39","1"
"CHEMBL554066","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nn(C)cc7C[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.5833","hr","463.7","5.33","39.08","1"
"CHEMBL553694","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nn(cc7C[C@]6(C)[C@H]5CC4=C(C)C3)S(=O)(=O)C)[C@@H]2C","T1/2","=","3","hr","527.76","4.91","81.59","1"
"CHEMBL555455","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nn(cc7C[C@]6(C)[C@H]5CC4=C(C)C3)S(=O)(=O)c8ccc(C)cc8)[C@@H]2C","T1/2","=","1.083","hr","603.86","6.97","81.59","1"
"CHEMBL549328","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nocc7C[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.1333","hr","450.66","5.14","47.29","0"
"CHEMBL552034","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6Cc7nonc7C[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.1333","hr","451.64","4.5","60.18","0"
"CHEMBL565034","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CCCC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2",">","3.333","hr","411.66","6.07","21.26","1"
"CHEMBL562615","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CN(C)C(=O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","0.7667","hr","454.69","4.15","41.57","1"
"CHEMBL518940","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CNC(=O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","1.083","hr","440.66","3.94","50.36","1"
"CHEMBL551553","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@H]6CC(=O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","1.25","hr","425.65","4.65","38.33","1"
"CHEMBL473393","CHEMBL1029380","C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CCC6=CC(=O)CC[C@]6(C)[C@H]5CC4=C(C)C3)[C@@H]2C","T1/2","=","1.25","hr","423.63","4.82","38.33","1"
"CHEMBL1779545","CHEMBL1780623","C[C@@H]1Nc2cc(ccc2C(=O)N)n3c(CCCN4CCCC[C@H]14)c(C)c5C(=O)CC(C)(C)Cc35","T1/2","=","0.05","hr","462.63","4.72","80.36","0"
"CHEMBL1778208","CHEMBL1780623","C[C@@H]1Nc2cc(ccc2C(=O)N)n3c(CCCNC1=O)c(C)c4C(=O)CC(C)(C)Cc34","T1/2","=","0.06667","hr","422.52","2.8","106.22","0"
"CHEMBL63560","CHEMBL3829950","C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F","T1/2","=","3.567","hr","430.37","2.93","115.63","1"
"CHEMBL3827995","CHEMBL3829950","C[C@](O)(CSc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F","T1/2","=","0.1082","hr","516.38","5.62","98.41","0"
"CHEMBL583204","CHEMBL1041707","C[C@]1(CC2CC2)CN(Cc3ccc(F)cc3)C(=O)C(=C1O)C4=NS(=O)(=O)c5cc(NS(=O)(=O)C)ccc5N4","T1/2",">","1","hr","562.63","1.5","161.99","1"
"CHEMBL3359927","CHEMBL3377613","C[C@]1(F)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N","T1/2","=","0.3333","hr","276.31","1.45","72.42","0"
"CHEMBL2057640","CHEMBL2061908","C[C@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@@]4(C)CC[C@H]23)NS(=O)(=O)N","T1/2","=","0.815","hr","412.59","1.9","117.87","1"
"CHEMBL2386144","CHEMBL2389139","C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)NC5(CC5)C(F)(F)F","T1/2","=","1.9","hr","424.5","3.6","58.2","1"
"CHEMBL386630","CHEMBL1066528","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O","T1/2","=","0.8","hr","288.42","3.47","37.29","1"
"CHEMBL2397490","CHEMBL2400836","C[C@H]([C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N)c2ccccc2","T1/2","=","0.6","hr","325.4","1.67","98.21","1"
"CHEMBL230383","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2cc(ccc2F)C(F)(F)F)c1)NC[C@H](O)c3ccc(O)c(CO)c3","T1/2","=","0.15","hr","534.54","4.27","101.82","0"
"CHEMBL230596","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2cc(Cl)cc(Cl)c2)c1)NC[C@H](O)c3ccc(O)c(CO)c3","T1/2","=","0.1333","hr","517.44","4.45","101.82","0"
"CHEMBL230698","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2ccc(C)c(C)c2)c1)NC[C@H](O)c3ccc(O)c(CO)c3","T1/2","=","0.1667","hr","476.61","4.09","101.82","0"
"CHEMBL230490","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NC[C@H](O)c3ccc(O)c(CO)c3","T1/2","=","0.06667","hr","517.44","4.45","101.82","0"
"CHEMBL230489","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2ccc(OC(F)(F)F)cc2)c1)NC[C@H](O)c3ccc(O)c(CO)c3","T1/2","=","0.25","hr","532.55","5.24","111.05","0"
"CHEMBL230382","CHEMBL889147","C[C@H](Cc1cccc(CC(=O)NCc2cccc3ccccc23)c1)NC[C@H](O)c4ccc(O)c(CO)c4","T1/2","=","0.03333","hr","498.61","4.03","101.82","0"
"CHEMBL494948","CHEMBL1021499","C[C@H](Cc1cccc(F)c1)Oc2nc(ncc2F)N3CCNC[C@H]3C","T1/2","=","0.3333","hr","348.39","3.75","50.28","0"
"CHEMBL507515","CHEMBL950585","C[C@H](CCC(=O)N(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC(C)(C)OO5)OC(=O)C","T1/2","=","0.8167","hr","607.78","2.97","109.83","1"
"CHEMBL510717","CHEMBL950585","C[C@H](CCC(=O)N)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC(C)(C)OO5)OC(=O)C","T1/2",">","1","hr","579.72","2.56","132.61","1"
"CHEMBL413059","CHEMBL868673","C[C@H](CCC(=O)N)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCC(CC6)C(=O)N)OO5)OC(=O)C","T1/2","=","0.35","hr","662.81","2.51","175.7","0"
"CHEMBL510548","CHEMBL950585","C[C@H](CCC(=O)N)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C)OOC(C)(C)OO5","T1/2",">","1","hr","495.65","1.8","120.47","1"
"CHEMBL501647","CHEMBL950585","C[C@H](CCC(=O)Nc1ccccc1)[C@H]2CC[C@H]3[C@@H]4[C@@H](C[C@@H]5CC6(CC[C@]5(C)[C@H]4C[C@H](OC(=O)C)[C@]23C)OOC(C)(C)OO6)OC(=O)C","T1/2","=","0.3167","hr","655.82","4.35","118.62","0"
"CHEMBL211815","CHEMBL868673","C[C@H](CCC(=O)Nc1ccccc1)[C@H]2CC[C@H]3[C@@H]4[C@@H](C[C@@H]5CC6(CC[C@]5(C)[C@H]4C[C@H](OC(=O)C)[C@]23C)OOC7(CCC(CC7)C(=O)Nc8ccccc8)OO6)OC(=O)C","T1/2",">","2","hr","815","6.08","147.72","1"
"CHEMBL450192","CHEMBL950585","C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC(C)(C)OO5)OC(=O)C","T1/2",">","1","hr","650.84","2.91","121.86","1"
"CHEMBL410156","CHEMBL896913","C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCC(C)CC6)OO5)OC(=O)C","T1/2","=","0.7","hr","704.93","4.55","121.85","1"
"CHEMBL379720","CHEMBL868673","C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCC(CC6)C(=O)NCCN(C)C)OO5)OC(=O)C","T1/2",">","2","hr","805.05","3.2","154.2","1"
"CHEMBL388254","CHEMBL896913","C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCCCC6)OO5)OC(=O)C","T1/2","=","0.6667","hr","690.91","4.3","121.86","1"
"CHEMBL443226","CHEMBL896913","C[C@H](CCC(=O)NCCN(C)C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCC(C)CC6)OO5","T1/2","=","1.833","hr","646.9","5.34","95.55","1"
"CHEMBL499752","CHEMBL950585","C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC(C)(C)OO5)OC(=O)C","T1/2",">","1","hr","580.71","3.19","126.82","1"
"CHEMBL3264504","CHEMBL3269573","C[C@H](CCCN(C)CCCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)N(C)C)OC(=O)C","T1/2","=","1","hr","737.45","7.45","84","1"
"CHEMBL3264191","CHEMBL3269573","C[C@H](CCCN(C)CCCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)NS(=O)(=O)C)OC(=O)C","T1/2","=","0.1833","hr","787.49","6.29","135.31","0"
"CHEMBL3264503","CHEMBL3269573","C[C@H](CCCN(C)CCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)N(C)C)OC(=O)C","T1/2","=","0.45","hr","723.43","7.39","84","0"
"CHEMBL3264190","CHEMBL3269573","C[C@H](CCCN(C)CCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)NS(=O)(=O)C)OC(=O)C","T1/2","=","0.2333","hr","773.46","6.23","135.3","0"
"CHEMBL3264501","CHEMBL3269573","C[C@H](CCCN(C)CCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@H](N)CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)OC(=O)C","T1/2","=","1","hr","695.37","6.42","106.78","1"
"CHEMBL3264187","CHEMBL3269573","C[C@H](CCCNCCCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@@H](CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)NS(=O)(=O)C)OC(=O)C","T1/2","=","0.1833","hr","773.46","5.76","144.1","0"
"CHEMBL3264175","CHEMBL3269573","C[C@H](CCCNCCCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6C[C@H](O)CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)OC(=O)C","T1/2","=","0.1333","hr","696.36","6.24","109.78","0"
"CHEMBL3264179","CHEMBL3269573","C[C@H](CCCNCCCNc1ccnc2cc(Cl)ccc12)[C@H]3CC[C@H]4[C@@H]5[C@@H](C[C@@H]6CC(=O)CC[C@]6(C)[C@H]5C[C@H](OC(=O)C)[C@]34C)OC(=O)C","T1/2","=","0.2333","hr","694.34","6.05","106.62","0"
"CHEMBL258800","CHEMBL925913","C[C@H](CCCNCCN(C)C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCCCC6)OO5)OC(=O)C","T1/2",">","1","hr","676.92","4.91","104.79","1"
